id$$国标ID,name$$名称,direction$$方向 1-上行 2-下行,dir_name$$道路方向,region_id$$所在地市编码,region_name$$所在地市名称,lat$$纬度,lng$$经度,opma_road_id$$所属高速公路路线编码（运营业务）,opma_road_name$$所属高速公路路线名称（运营业务）,opma_clique_id$$所属集团公司编码,opma_clique_name$$所属集团公司名称,opma_manager_corp_id$$所属管理公司编码,opma_manager_corp_name$$所属管理公司名称,opma_manager_id$$所属运管单位编码,opma_manager_name$$所属运管单位名称,stake_num$$桩号,hex_code$$hex编码,reverse_gantry_hex$$反向门架的hex编码,"work_mode$$工作模式 1-路段门架,2-省界入口门架,3-省界出口门架,4-虚拟门架"
G002037007000210030,禹城南虚-高唐东虚门架,1,银川方向,371400,德州,36.86783500000000000,116.62747100000000000,G002037,G20青银高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10102,夏津运管中心,K383+300,,,
G002537005000620030,博兴北虚-博兴虚收费门架,2,长春方向,371600,滨州,37.24320600000000000,118.20367500000000000,G002537,G25长深高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10110,淄博运管中心,K1330+000,,,
G003537003001920190,郓城南虚-王官屯枢纽收费单元,2,济南方向,371700,菏泽,35.46135591000000000,116.04774160000000000,G003537,G35济广高速,YG1,山东高速集团,YG109,山东高速菏泽发展有限公司,YG109  ,山东高速菏泽发展有限公司,K211+020,,,
S000137001001210010,齐河西虚-潘店虚收费门架,1,聊城方向,371400,德州,36.65780640800000000,116.51413840600000000,S000137,S1济聊高速,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,K030+800,,,
G002237003000920090,沂源东虚-张家坡虚门架,2,青岛方向,370300,淄博,36.17541400000000000,118.25255500000000000,G002237,G22青兰高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K238+100,,,
G002237001001320130,诸城东虚-辛兴虚收费门架,2,青岛方向,370700,潍坊,36.06472100000000000,119.57434500000000000,G002237,G22青兰高速,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,K111+250,,,
G151137003000810080,济宁虚-济宁北虚收费门架,1,兰考方向,370800,济宁,35.53197000000000000,116.64059800000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K266+360,3C1F02,3D1F0B,1
G151137003000910090,济宁北虚-东济日兰立交收费门架,1,兰考方向,370800,济宁,35.52988100000000000,116.50049900000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K279+260,3C1F03,3D1F0A,1
G151137003001320130,王官屯枢纽-嘉祥虚收费门架,2,日照方向,370800,济宁,35.48300300000000000,116.32987500000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K296+050,3D1F07,3C1F06,1
G151137003001520150,济宁西虚-东济日兰立交收费门架,2,日照方向,370800,济宁,35.51966400000000000,116.45223900000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K283+860,3D1F09,3C1F04,1
G151137003001620160,东济日兰立交-济宁北虚收费门架,2,日照方向,370800,济宁,35.52953700000000000,116.49942900000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K279+310,3D1F0A,3C1F03,1
G151137003002020200,曲阜南虚-息陬枢纽收费门架,2,日照方向,370800,济宁,35.53802300000000000,117.01114200000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K232+220,3D0807,3C0804,1
G151137003003410010,兖州虚-兖州枢纽收费门架,1,兰考方向,370800,济宁,35.51700000000000000,116.77700000000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K253+400,3C1F1D,3D1F1E,1
G151137003003620030,济宁虚-兖州枢纽收费门架,2,日照方向,370800,济宁,35.52900000000000000,116.67700000000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K262+535,3D1F1F,3C1F20,1
S002737003002220220,淄博东虚-淄博东枢纽收费门架,2,沾化方向,370300,淄博,36.83233300000000000,118.17015800000000000,S002737,S27沾临高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K110+533,,,
S002737003002510250,张店东虚-金山虚收费门架,1,临沂方向,370300,淄博,36.73794100000000000,118.12513400000000000,S002737,S27沾临高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K121+737,,,
S002737003003910390,南鲁山虚-沂源北虚收费门架,1,临沂方向,370300,淄博,36.25751000000000000,118.21281500000000000,S002737,S27沾临高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K191+537,,,
S002737003004020400,沂源北虚-南鲁山虚收费门架,2,沾化方向,370300,淄博,36.25753600000000000,118.21280100000000000,S002737,S27沾临高速,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,K191+637,,,
G002537004002220020,临沭虚-青云枢纽收费门架,2,长春方向,371300,临沂,35.02154902000000000,118.69989800000000000,G002537,G25长深高速,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,K1631+700,3D521A,3C5219,1
S003337001000410030,汶上西虚-汶上南虚收费门架,1,徐州方向,370800,济宁,35.71648300000000000,116.41594700000000000,S003337,S33济徐高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K171+770,3C530E,3D530F,1
S003337001000510040,汶上南虚-东济日兰立交收费门架,1,徐州方向,370800,济宁,35.62708100000000000,116.43493400000000000,S003337,S33济徐高速,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,K182+000,3C5310,3D5311,1
G001837001000110010,荣成虚-荣成西虚收费门架,1,乌海方向,371000,威海,37.07335000000000000,122.31830500000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG117,山东高速威海发展有限公司,YG117  ,山东高速威海发展有限公司,K005+050,3C5E01,3D5E08,1
G001837001000720070,文登南虚-荣成西虚收费门架,2,荣成方向,371000,威海,37.07439900000000000,122.25293100000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG117,山东高速威海发展有限公司,YG117  ,山东高速威海发展有限公司,K010+750,3D5E07,3C5E02,1
G251637003000520050,济北开发区虚-济阳东虚收费门架,2,东营方向,370100,济南,37.10369000000000000,117.25099300000000000,G251637,G2516东吕高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K139+350,3D6204,3C6201,1
G251637002001120110,滨州西虚-长深济东立交收费门架,2,东营方向,371600,滨州,37.42037200000000000,117.74121300000000000,G251637,G2516东吕高速,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,K081+350,3D3024,3C301D,1
G251637001000520050,利津北虚-盐窝虚收费门架,2,东营方向,370500,东营,37.62417200000000000,118.33913500000000000,G251637,G2516东吕高速,YG1,山东高速集团,YG108,山东高速东营发展有限公司,YG10801,东营分公司,K020+800,3D6404,3C6401,1
G251637001000620060,盐窝虚-济东东港立交收费门架,2,东营方向,370500,东营,37.64758300000000000,118.51151300000000000,G251637,G2516东吕高速,YG1,山东高速集团,YG108,山东高速东营发展有限公司,YG10801,东营分公司,K005+000,3D3608,3C3607,1
S002337001000210010,荣乌潍日立交-潍日潍城虚收费门架,1,日照方向,370700,潍坊,36.82865900000000000,118.99222600000000000,G181537,G1815潍日高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10114,潍日运管中心,K023+650,3C671A,3D671D,1
S001737001000210020,蓬莱枢纽-大辛店虚收费门架,1,栖霞方向,370600,烟台,37.59607100000000000,120.90709700000000000,S001737,S17蓬栖高速,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,K021+520,3C6802,3D6805,1
G002237010001120100,泰安南虚-泰安东虚收费门架,2,青岛方向,370900,泰安,36.14300000000000000,117.15300000000000000,G002237,G22青兰高速,YG1,山东高速集团,YG116,山东高速泰安发展有限公司,YG116  ,山东高速泰安发展有限公司,K353+685,3D900F,3C900E,1
G002237010001220110,泰安东虚-泰新枢纽收费门架,2,青岛方向,370900,泰安,36.14600000000000000,117.17700000000000000,G002237,G22青兰高速,YG1,山东高速集团,YG116,山东高速泰安发展有限公司,YG116  ,山东高速泰安发展有限公司,K351+600,3D900D,3C900C,1
G002237010001320120,泰新枢纽-青兰枢纽收费门架,2,青岛方向,370900,泰安,36.12500000000000000,117.27600000000000000,G002237,G22青兰高速,YG1,山东高速集团,YG116,山东高速泰安发展有限公司,YG116  ,山东高速泰安发展有限公司,K342+700,3D900B,3C900A,1
G000237004000520160,蟠龙虚-港沟枢纽收费门架,2,北京方向,370100,济南,36.62605500000000000,117.21670500000000000,G000237,G2京沪高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10108,京沪济南运管中心,K404+300,3D151C,3C150F,1
G000237004000610010,港沟枢纽-蟠龙虚收费门架,1,上海方向,370100,济南,36.62521600000000000,117.18417900000000000,G000237,G2京沪高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10108,京沪济南运管中心,K401+370,3C150F,3D151C,1
G000237004001220120,雪野虚-埠村虚收费门架,2,北京方向,370100,济南,36.58715700000000000,117.49416800000000000,G000237,G2京沪高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10108,京沪济南运管中心,K430+346,3D1520,3C1530,1
G000237004001310060,雪野虚-莱芜北虚收费门架,1,上海方向,370100,济南,36.31406900000000000,117.64469100000000000,G000237,G2京沪高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10108,京沪济南运管中心,K464+900,3C1513,3D1518,1
G000237004001420110,莱芜北虚-雪野虚收费门架,2,北京方向,370100,济南,36.44068700000000000,117.53899400000000000,G000237,G2京沪高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10108,京沪济南运管中心,K447+750,3D1518,3C1513,1
G000237004001510070,莱芜北虚-莱芜高新虚收费门架,1,上海方向,370100,济南,36.26238300000000000,117.71072200000000000,G000237,G2京沪高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10108,京沪济南运管中心,K473+286,3C1514,3D1517,1
G002037006000920100,济南虚-华山北枢纽收费门架,2,济南方向,370100,济南,36.74248400000000000,117.06755000000000000,G003537,G35济广高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10109,济青济南运管中心,K019+223,3D0D16,3C0D0F,1
G002037006001020120,东客站虚-小许家枢纽收费门架,2,济南方向,370100,济南,36.75812100000000000,117.16221800000000000,G003537,G35济广高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10109,济青济南运管中心,K010+820,3D0D17,3C0D0E,1
G002037006001220140,临港虚-唐王枢纽收费门架,2,济南方向,370100,济南,36.78103500000000000,117.26511100000000000,G003537,G35济广高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10109,济青济南运管中心,K001+020,3D0D12,3C0D0C,1
G002037006002820010,华山北枢纽-东客站虚收费门架,2,济南方向,370100,济南,36.75291000000000000,117.11982500000000000,G003537,G35济广高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10109,济青济南运管中心,K014+565,3D0E1C,3C0E1B,1
G002037005001420140,淄博虚-淄博高新区虚收费门架,2,青岛方向,370300,淄博,36.85903100000000000,118.11086900000000000,G002037,G20青银高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10110,淄博运管中心,K244+970,3D0E0C,3C0E03,1
G002037004001220120,寿光虚-昌乐虚收费门架,2,青岛方向,370700,潍坊,36.75709900000000000,118.81278700000000000,G002037,G20青银高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10111,潍坊运管中心,K180+120,3D1016,3C100D,1
G002037004001620160,临淄虚-临淄东虚收费门架,2,青岛方向,370300,淄博,36.83664200000000000,118.38143700000000000,G002037,G20青银高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10111,潍坊运管中心,K220+660,3D0E2E,3C0E3B,1
G002037003000310030,潍坊东虚-潍坊虚收费门架,1,银川方向,370700,潍坊,36.74513000000000000,119.17205400000000000,G002037,G20青银高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10111,潍坊运管中心,K147+900,3C1003,3D100A,1
G002037002000110010,胶州虚-高密虚收费门架,1,银川方向,370200,青岛,36.41324300000000000,119.96246200000000000,G002037,G20青银高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10112,青岛运管中心,K065+870,3C120B,3D1210,1
G002037001000920100,王演庄枢纽-青岛虚收费门架,2,青岛方向,370200,青岛,36.39921700000000000,120.27023400000000000,G002037,G20青银高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10112,青岛运管中心,K037+550,3D120A,3C1201,1
G002037001001220080,机场北枢纽-蓝村虚收费门架,2,青岛方向,370200,青岛,36.42029500000000000,120.15092300000000000,G002037,G20青银高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10112,青岛运管中心,K048+700,3D1211,3C1203,1
G001837016000310030,文登虚-威乳荣文立交收费门架,2,荣成方向,371000,威海,37.15123100000000000,121.98131300000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10116,威海运管中心,K049+200,3C0403,3D040F,1
G001837016000410040,威乳荣文立交-威海南海虚收费门架,1,青岛方向,371000,威海,37.06955100000000000,121.91255200000000000,G181337,G1813威青高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10116,威海运管中心,K033+500,3C0404,3D040E,1
G001837016000610060,南黄虚-乳山东虚收费门架,1,青岛方向,371000,威海,36.95211100000000000,121.76435500000000000,G181337,G1813威青高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10116,威海运管中心,K053+000,3C0406,3D0412,1
G001837016001120090,威海南海虚-威乳荣文立交收费门架,2,威海方向,371000,威海,37.06896200000000000,121.91213600000000000,G181337,G1813威青高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10116,威海运管中心,K033+550,3D040E,3C0404,1
G001837016001420120,文登北虚-威海虚收费门架,1,乌海方向,371000,威海,37.28837000000000000,122.10174600000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10116,威海运管中心,K068+200,3D0411,3C0401,1
S001637002000720070,朱里虚-石埠虚收费门架,2,荣成方向,370700,潍坊,36.74770164000000000,119.44344180000000000,S001637,S16荣潍高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10113,潍莱运管中心,K276+650,3D0307,3C0302,1
G000337001000210030,德州北枢纽-德州虚收费门架,1,台北方向,371400,德州,37.48501300000000000,116.39028600000000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10101,德州运管中心,K307+800,3C050F,3D0516,1
G000337001001120120,德州虚-德州北枢纽收费门架,2,北京方向,371400,德州,37.43390257000000000,116.39132230000000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10101,德州运管中心,K307+550,3D0516,3C050F,1
G000337001001220020,德州北枢纽-京台鲁冀收费门架,2,北京方向,371400,德州,37.50686793000000000,116.39463130000000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10101,德州运管中心,K299+530,3F0506,3E0501,3
G000337005000510030,晏城枢纽-齐河生态城收费门架,2,逆时针方向,371400,德州,36.78022700000000000,116.82368200000000000,G200137,G2001济南绕城高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10101,德州运管中心,K080+550,3C060A,3D0607,1
G000337005000820040,齐河生态城-晏城枢纽收费门架,1,顺时针方向,371400,德州,36.76924300000000000,116.82643600000000000,G200137,G2001济南绕城高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10101,德州运管中心,K078+600,3D0607,3C060A,1
G000337005001020050,齐河虚-齐河北枢纽收费门架,2,北京方向,371400,德州,36.81973898000000000,116.78173680000000000,G000337,G3京台高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10101,德州运管中心,K386+200,3D0610,3C0B1F,1
G000337004000210020,济南北虚-天桥虚收费门架,1,广州方向,370100,济南,36.72403000000000000,116.95945800000000000,G003537,G35济广高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10103,京台济南运管中心,K030+100,3C0702,3D0705,1
G000337004000410060,槐荫枢纽-国际医学中心收费门架,2,逆时针方向,370100,济南,36.70739400000000000,116.87075400000000000,G200137,G2001济南绕城高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10103,京台济南运管中心,K071+000,3C0716,3D0711,1
G000337004000610080,济南西-殷家村枢纽收费门架,2,逆时针方向,370100,济南,36.59153400000000000,116.87356800000000000,G200137,G2001济南绕城高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10103,京台济南运管中心,K059+000,3C0713,3D0718,1
G000337004001320170,殷家村枢纽-济南西收费门架,1,顺时针方向,370100,济南,36.65522300000000000,116.88445100000000000,G200137,G2001济南绕城高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10103,京台济南运管中心,K065+500,3D0718,3C0713,1
G000337004001420180,济南西-国际医学中心收费门架,1,顺时针方向,370100,济南,36.68174600000000000,116.87848800000000000,G200137,G2001济南绕城高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10103,京台济南运管中心,K068+200,3D0715,3C071C,1
G000337004001820220,济南北虚-济南虚收费门架,2,济南方向,370100,济南,36.72002700000000000,117.02978300000000000,G003537,G35济广高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10103,京台济南运管中心,K023+650,3D0706,3C0701,1
G001837012000310030,东营虚-东营北虚收费门架,1,乌海方向,370500,东营,37.45154900000000000,118.60031100000000000,G001837,G18荣乌高速,YG1,山东高速集团,YG108,山东高速东营发展有限公司,YG10802,山东东青公路有限公司,K482+550,3C2E03,3D2E0A,1
G003537001000320040,平阴虚-孝里虚收费门架2,2,济南方向,370100,济南,36.38217900000000000,116.63006300000000000,G003537,G35济广高速,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10201,济菏运管中心,K087+450,3D3B05,3C3B17,1
G003537001002410230,孝里虚-平阴虚收费门架1,1,广州方向,370100,济南,36.38254400000000000,116.63129300000000000,G003537,G35济广高速,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10201,济菏运管中心,K087+400,3C3B17,3D3B05,1
G003537001002410220,孝里虚-平阴虚收费门架2,1,广州方向,370100,济南,36.28422600000000000,116.48997500000000000,G003537,G35济广高速,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10201,济菏运管中心,K104+750,3C3B17,3D3B05,1
G003537001003520270,长清虚-长清大学城虚收费门架,2,济南方向,370100,济南,36.47614500000000000,116.72025000000000000,G003537,G35济广高速,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10201,济菏运管中心,K070+000,3D3B32,3C3B31,1
G032137004001620160,田庄枢纽-聊城南虚收费门架,2,德州方向,371500,聊城,36.38175700000000000,115.86660200000000000,G032137,G0321德上高速,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10202,德莘运管中心,K152+830,3D5A11,3C5A02,1
G032137004001720170,聊城南虚-德商济馆立交收费门架,2,德州方向,371500,聊城,36.40901900000000000,115.87506300000000000,G032137,G0321德上高速,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10202,德莘运管中心,K149+560,3D5A12,3C5A01,1
S002837001000210020,张寨北虚-莘南鲁豫收费门架,1,南乐方向,371500,聊城,36.08424600000000000,115.49563100000000000,S002837,S28莘南高速,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10202,德莘运管中心,K015+100,3E6B02,3F6B04,3
S002837001000320090,莘南鲁豫-张寨北虚收费门架,2,莘县方向,371500,聊城,36.08202800000000000,115.48468700000000000,S002837,S28莘南高速,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10202,德莘运管中心,K015+620,3F6B04,3E6B02,2
S002837001000420100,张寨北虚-十八里铺立交收费门架,2,莘县方向,371500,聊城,36.08476700000000000,115.52582400000000000,S002837,S28莘南高速,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10202,德莘运管中心,K012+350,3D6B07,3C6B01,1
G002237005000310150,河套虚-河套枢纽收费门架,1,兰州方向,370200,青岛,36.23618900000000000,120.12844700000000000,G002237,G22青兰高速,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11402,山东高速青岛公路有限公司,K034+000,3C780F,3D7810,1
G002237005000820080,黄岛枢纽-红石崖虚收费门架,2,青岛方向,370200,青岛,36.07602500000000000,120.10090800000000000,G002237,G22青兰高速,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11402,山东高速青岛公路有限公司,K059+870,3D7808,3C7805,1
G032137006000220060,菏泽北虚-鄄城南虚收费门架,2,德州方向,371700,菏泽,35.38623200000000000,115.63668400000000000,G032137,G0321德上高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10117,菏泽运管中心,K276+320,3D5C12,3C5C13,1
G032137006000520120,鄄城北虚-德商鲁豫2收费门架,2,德州方向,371700,菏泽,35.68524800000000000,115.55335300000000000,G032137,G0321德上高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10117,菏泽运管中心,K238+850,3F5C0D,3E5C16,3
G032137006000810040,鄄城虚-鄄城南虚收费门架,1,上饶方向,371700,菏泽,35.47369900000000000,115.62712100000000000,G032137,G0321德上高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10117,菏泽运管中心,K263+700,3C5C14,3D5C0F,1
S001937004000410040,招远毕郭虚-马连庄虚收费门架,1,青岛方向,370600,烟台,37.21571800000000000,120.51572600000000000,S001937,S19龙青高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10113,潍莱运管中心,K052+800,3C6C04,3D6C07,1
S001937004000920090,马连庄虚-招远毕郭虚收费门架,2,龙口港方向,370600,烟台,37.21502000000000000,120.51571500000000000,S001937,S19龙青高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10113,潍莱运管中心,K052+800,3D6C07,3C6C04,1
G181537001001110090,五莲北虚-五莲虚收费门架,1,日照方向,371100,日照,35.78094900000000000,119.27950000000000000,G181537,G1815潍日高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10114,潍日运管中心,K151+400,3C6709,3D6712,1
G181537001002120200,诸城龙都虚-诸城枢纽收费门架,2,潍坊港方向,370700,潍坊,35.93854700000000000,119.26792700000000000,G181537,G1815潍日高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10114,潍日运管中心,K133+520,3D6714,3C6724,1
G181537001002420220,安丘官庄虚-白芬子枢纽收费门架,2,潍坊港方向,370700,潍坊,36.29200000000000000,119.18100000000000000,G181537,G1815潍日高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10114,潍日运管中心,K092+320,3D6716,3C6743,1
G181537001004020020,营丘枢纽-潍坊南虚收费门架,2,潍坊港方向,370700,潍坊,36.60240293000000000,118.97385490000000000,G181537,G1815潍日高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10114,潍日运管中心,K050+644,3D673F,3C673E,1
G181537001004110010,营丘枢纽-昌乐南虚收费门架,1,日照方向,370700,潍坊,36.53920200000000000,119.06269900000000000,G181537,G1815潍日高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10114,潍日运管中心,K066+200,3C6740,3D6741,1
G151137004000310030,菏泽南虚-牡丹虚收费门架,1,兰考方向,371700,菏泽,35.14390100000000000,115.50008300000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10117,菏泽运管中心,K388+600,3C0C03,3D0C0C,1
G151137004000620090,日兰鲁豫-曹县西虚收费门架,2,日照方向,371700,菏泽,35.01083300000000000,115.12951400000000000,G151137,G1511日兰高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10117,菏泽运管中心,K426+200,3F0C09,3E0C06,2
G000237008000820080,齐河东虚-晏城枢纽收费门架,2,逆时针方向,371400,德州,36.78667800000000000,116.83629000000000000,G200137,G2001济南绕城高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10109,济青济南运管中心,K084+300,3D6508,3C6509,1
G000237008001610140,起步区崔寨虚-遥墙虚收费门架,1,顺时针方向,370100,济南,36.81805800000000000,117.17223900000000000,G200137,G2001济南绕城高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10109,济青济南运管中心,K116+350,3C650E,3D6503,1
G000237008001810160,机场枢纽-唐王枢纽收费门架,2,青岛方向,370100,济南,36.79246900000000000,117.24531600000000000,G002037,G20青银高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10109,济青济南运管中心,K326+500,3C6510,3D6501,1
S003837002001420130,峨山枢纽-峄城东虚收费门架,2,岚山方向,370400,枣庄,34.81504100000000000,117.74946900000000000,S003837,S38岚菏高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,K150+980,3D4C12,3C4C07,1
G002237007002020110,平阴玫瑰虚-孔村枢纽收费门架,2,青岛方向,370100,济南,36.21133400000000000,116.37291300000000000,G002237,G22青兰高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10105,泰东运管中心,K428+940,3D6E0B,3C6E08,1
G002237007002220130,平阴孔村虚-肥城西虚收费门架,2,青岛方向,370900,泰安,36.13973400000000000,116.55141200000000000,G002237,G22青兰高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10105,泰东运管中心,K410+640,3D6E0D,3C6E06,1
G002237007002820160,肥城南虚-岱岳虚收费门架,2,青岛方向,370900,泰安,36.14369900000000000,116.96493500000000000,G002237,G22青兰高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10105,泰东运管中心,K371+590,3D6E10,3C6E03,1
G002237007003120170,岱岳虚-泰肥虚收费门架,2,青岛方向,370900,泰安,36.14990700000000000,117.00960900000000000,G002237,G22青兰高速,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10105,泰东运管中心,K367+440,3D6E11,3C6E02,1
S002937003002420120,苗山虚-和庄虚收费门架,2,滨州方向,370100,济南,36.34356200000000000,117.80012200000000000,S002937,S29滨台高速,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,K119+730,3D320B,3C3208,1
G002237008000210020,东阿虚-李海务虚收费门架,1,兰州方向,371500,聊城,36.31269300000000000,116.03890600000000000,G002237,G22青兰高速,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,K462+700,3C7902,3D790F,1
G002237008000820220,青兰鲁冀-魏庄虚收费门架,2,青岛方向,371500,聊城,36.34773700000000000,115.53947800000000000,G002237,G22青兰高速,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,K509+420,3F7909,3E7907,2
G002237008000920090,魏庄虚-河店虚收费门架,2,青岛方向,371500,聊城,36.36069300000000000,115.67379500000000000,G002237,G22青兰高速,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,K496+910,3D790B,3C7906,1
G002237008001020100,河店虚-田庄枢纽收费门架,2,青岛方向,371500,聊城,36.36064900000000000,115.71988300000000000,G002237,G22青兰高速,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,K492+750,3D790C,3C7905,1
