id$$主键，国标id,station_id$$省标ID,name$$简称,full_name$$全称,toll_plaza_count$$收费广场数量,lng$$经度,lat$$纬度,toll_station_lane_count$$收费站总车道数,toll_station_mtc_count_in$$mtc车道数（入口）,toll_station_etc_count_in$$etc专用车道（入口）,toll_station_etc_count_out$$etc专用车道（出口）,toll_station_mtc_count_out$$mtc专用车道（出口）,region_id$$所在地市编码,region_name$$所在地级市,opma_clique_id$$所属集团公司编码,opma_clique_name$$所属集团公司名称,opma_manager_corp_id$$所属管理公司编码,opma_manager_corp_name$$所属管理公司名称,opma_manager_id$$所属运管单位编码,opma_manager_name$$所属运管单位名称,opma_road_id$$所属高速公路路线编码（运营业务）,opma_road_name$$所属高速公路路线名称（运营业务）,opma_section_id$$None,opma_section_name$$None,opma_stake_num$$所在桩号（运营业务）,opma_stake_no$$所在桩号（保留3位小数）千米
G0025370030030,280203,沂水南,山东沂水南站,2.0,118.698424000000000,35.695852000000000,6.0,2.0,1.0,1.0,2.0,371300,临沂,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,G002537,G25长深高速,G00253713,G25长深高速临沂段,K1541+450,1541.450
G0025370030040,280204,沂南北,山东沂南北站,2.0,118.664677000000000,35.587456000000000,6.0,2.0,1.0,1.0,2.0,371300,临沂,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,G002537,G25长深高速,G00253713,G25长深高速临沂段,K1554+700,1554.700
G0035370010040,160104,平阴南,山东平阴南站,2.0,116.445886000000000,36.100851000000000,6.0,2.0,1.0,1.0,2.0,370100,济南,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10201,济菏运管中心,G003537,G35济广高速,G00353701,G35济广高速济南段,K126+000,126.000
G0035370010070,160107,嘉祥西,山东嘉祥西站,2.0,116.142061000000000,35.610247000000000,6.0,2.0,1.0,1.0,2.0,370800,济宁,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10201,济菏运管中心,G003537,G35济广高速,G00353708,G35济广高速济宁段,K190+000,190.000
G003W370040050,320105,莘县古城,山东莘县古城站,2.0,115.610123000000000,35.932807000000000,6.0,2.0,1.0,1.0,2.0,371500,聊城,YG1,山东高速集团,YG102,齐鲁高速公路股份有限公司,YG10202,德莘运管中心,G032137,G0321德上高速,G03213715,G0321德上高速聊城段,K210+337,210.337
G003W370060020,340102,鄄城,山东鄄城站,2.0,115.596256000000000,35.551175000000000,8.0,2.0,1.0,3.0,2.0,371700,菏泽,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10117,菏泽运管中心,G032137,G0321德上高速,G03213717,G0321德上高速菏泽段,K254+761,254.761
G1813370030010,190101,长直,山东长直站,2.0,120.401859000000000,36.465618000000000,4.0,1.0,1.0,1.0,1.0,370200,青岛,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11401,山东高速青岛发展有限公司运营管理事业部,G181337,G1813威青高速,G18133702,G1813威青高速青岛段,K193+716,193.716
G1813370030020,190102,灵山,山东灵山站,2.0,120.470803000000000,36.493664000000000,10.0,2.0,2.0,4.0,2.0,370200,青岛,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11401,山东高速青岛发展有限公司运营管理事业部,G181337,G1813威青高速,G18133702,G1813威青高速青岛段,K186+315,186.315
G1813370030030,190103,威青华山,山东威青华山站,2.0,120.523954000000000,36.503918000000000,5.0,1.0,1.0,1.0,2.0,370200,青岛,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11401,山东高速青岛发展有限公司运营管理事业部,G181337,G1813威青高速,G18133702,G1813威青高速青岛段,K181+277,181.277
G1815370010010,470101,潍城西,山东潍城西站,2.0,118.951756000000000,36.722317000000000,11.0,2.0,2.0,4.0,3.0,370700,潍坊,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10114,潍日运管中心,G181537,G1815潍日高速,G18153707,G1815潍日高速潍坊段,K036+224,36.224
G1815370010080,470108,五莲北,山东五莲北站,2.0,119.274066000000000,35.808394000000000,6.0,2.0,1.0,1.0,2.0,371100,日照,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10114,潍日运管中心,G181537,G1815潍日高速,G18153711,G1815潍日高速日照段,K148+499,148.499
G1815370010110,470111,陈疃北,山东陈疃北站,2.0,119.291654000000000,35.514111000000000,7.0,2.0,1.0,2.0,2.0,371100,日照,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10114,潍日运管中心,G181537,G1815潍日高速,G18153711,G1815潍日高速日照段,K182+117,182.117
G2011370040010,010104,明村,山东明村站,2.0,119.636518000000000,36.762276000000000,4.0,1.0,1.0,1.0,1.0,370200,青岛,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10113,潍莱运管中心,S001637,S16荣潍高速,S00163702,S16荣潍高速青岛段,K259+000,259.000
G2011370040030,010106,平度西,山东平度西站,2.0,119.894890000000000,36.806077000000000,8.0,2.0,2.0,2.0,2.0,370200,青岛,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10113,潍莱运管中心,S001637,S16荣潍高速,S00163702,S16荣潍高速青岛段,K235+000,235.000
G2516370020020,390202,惠民,山东惠民站,2.0,117.577970000000000,37.371246000000000,11.0,2.0,2.0,4.0,3.0,371600,滨州,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,G251637,G2516东吕高速,G25163716,G2516东吕高速滨州段,K096+800,96.800
G2516370020050,390205,滨州东,山东滨州东站,2.0,118.079843000000000,37.510472000000000,7.0,2.0,1.0,2.0,2.0,371600,滨州,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,G251637,G2516东吕高速,G25163716,G2516东吕高速滨州段,K048+561,48.561
G2516370040010,240101,高唐西,山东高唐西站,2.0,116.154558000000000,36.890832000000000,6.0,2.0,1.0,1.0,2.0,371500,聊城,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,G251637,G2516东吕高速,G25163715,G2516东吕高速聊城段,K264+000,264.000
G2516370040020,240102,金郝庄,山东金郝庄站,2.0,115.988840000000000,36.877385000000000,6.0,2.0,1.0,1.0,2.0,371500,聊城,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,G251637,G2516东吕高速,G25163715,G2516东吕高速聊城段,K279+000,279.000
S0001370020100,060110,茌平西,山东茌平西站,2.0,116.212247000000000,36.538402000000000,7.0,2.0,1.0,2.0,2.0,371500,聊城,YG1,山东高速集团,YG112,山东高速聊城发展有限公司,YG112  ,山东高速聊城发展有限公司,S000137,S1济聊高速,S00013715,S1济聊高速聊城段,K060+050,60.050
S0011370010020,250102,烟台南,山东烟台南站,4.0,121.448904000000000,37.284103000000000,4.0,1.0,1.0,1.0,1.0,370600,烟台,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10115,烟台运管中心,S001137,S11烟海高速,S00113706,S11烟海高速烟台段,K018+000,18.000
S0012370020030,230203,宁津,山东宁津站,2.0,116.795117000000000,37.568488000000000,6.0,1.0,1.0,2.0,2.0,371400,德州,YG1,山东高速集团,YG107,山东高速德州发展有限公司,YG107  ,山东高速德州发展有限公司,S001237,S12滨德高速,S00123714,S12滨德高速德州段,K095+600,95.600
S0016370010020,010203,莱西,山东莱西站,2.0,120.502445000000000,36.914680000000000,4.0,1.0,1.0,1.0,1.0,370200,青岛,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10113,潍莱运管中心,S001637,S16荣潍高速,S00163702,S16荣潍高速青岛段,K178+000,178.000
S0016370020020,010302,朱里,山东朱里站,2.0,119.399547000000000,36.745181000000000,5.0,1.0,1.0,2.0,1.0,370700,潍坊,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10113,潍莱运管中心,S001637,S16荣潍高速,S00163707,S16荣潍高速潍坊段,K280+790,280.790
S0016370030010,600101,泽头,山东泽头站,2.0,121.887157000000000,37.079237000000000,6.0,2.0,1.0,1.0,2.0,371000,威海,YG1,山东高速集团,YG117,山东高速威海发展有限公司,YG117  ,山东高速威海发展有限公司,S001637,S16荣潍高速,S00163710,S16荣潍高速威海段,K045+246,45.246
S0016370030030,600103,午极,山东午极站,2.0,121.482088000000000,37.076106000000000,6.0,2.0,1.0,1.0,2.0,371000,威海,YG1,山东高速集团,YG117,山东高速威海发展有限公司,YG117  ,山东高速威海发展有限公司,S001637,S16荣潍高速,S00163710,S16荣潍高速威海段,K082+921,82.921
S0016370040010,600201,郭城,山东郭城站,2.0,121.091601000000000,36.999296000000000,6.0,2.0,1.0,1.0,2.0,370600,烟台,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,S001637,S16荣潍高速,S00163706,S16荣潍高速烟台段,K122+132,122.132
S0029370010050,120205,淄川,山东淄川站,2.0,117.881963000000000,36.661540000000000,9.0,2.0,1.0,4.0,2.0,370300,淄博,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,S002937,S29滨台高速,S00293703,S29滨台高速淄博段,K082+862,82.862
S0029370010090,120209,博山北,山东博山北站,2.0,117.853585000000000,36.577763000000000,7.0,2.0,1.0,2.0,2.0,370300,淄博,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,S002937,S29滨台高速,S00293703,S29滨台高速淄博段,K093+176,93.176
S0029370040020,700102,蒙山,山东蒙山收费站,2.0,117.781534000000000,35.510511000000000,6.0,2.0,1.0,1.0,2.0,371300,临沂,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,S002937,S29滨台高速,S00293713,S29滨台高速临沂段,K221+888,221.888
S0029370040030,700103,平邑南,山东平邑南收费站,2.0,117.640370000000000,35.307146000000000,6.0,2.0,1.0,1.0,2.0,371300,临沂,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,S002937,S29滨台高速,S00293713,S29滨台高速临沂段,K250+081,250.081
S0029370050030,700203,台儿庄北,山东台儿庄北收费站,2.0,117.663566000000000,34.605002000000000,8.0,2.0,1.0,3.0,2.0,370400,枣庄,YG1,山东高速集团,YG120,山东高速枣庄发展有限公司,YG120  ,山东高速枣庄发展有限公司,S002937,S29滨台高速,S00293704,S29滨台高速枣庄段,K344+244,344.244
S0030370010010,610101,岳家庄,山东岳家庄站,2.0,117.635823000000000,35.819803000000000,8.0,2.0,1.0,3.0,2.0,370900,泰安,YG1,山东高速集团,YG116,山东高速泰安发展有限公司,YG116  ,山东高速泰安发展有限公司,S003037,S30董梁高速,S00303709,S30董梁高速泰安段,K217+800,217.800
S0030370010040,610104,华丰,山东华丰站,2.0,117.134753000000000,35.830584000000000,7.0,2.0,1.0,2.0,2.0,370900,泰安,YG1,山东高速集团,YG116,山东高速泰安发展有限公司,YG116  ,山东高速泰安发展有限公司,S003037,S30董梁高速,S00303709,S30董梁高速泰安段,K263+803,263.803
S0038370010020,260102,兰陵西,山东兰陵西站,2.0,117.957455000000000,34.871907000000000,6.0,2.0,1.0,1.0,2.0,371300,临沂,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,S003837,S38岚菏高速,S00383713,S38岚菏高速临沂段,K130+000,130.000
S0038370040010,660101,临沂临港,山东临沂临港收费站,2.0,119.099892000000000,35.122070000000000,6.0,2.0,1.0,1.0,2.0,371300,临沂,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,S003837,S38岚菏高速,S00383713,S38岚菏高速临沂段,K015+850,15.850
S0038370040020,660102,莒南,山东莒南收费站,2.0,118.858906000000000,35.097440000000000,6.0,2.0,1.0,1.0,2.0,371300,临沂,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,S003837,S38岚菏高速,S00383713,S38岚菏高速临沂段,K038+500,38.500
S0038370040070,660107,册山,山东册山收费站,2.0,118.330004000000000,34.903659000000000,6.0,2.0,1.0,1.0,2.0,371300,临沂,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,S003837,S38岚菏高速,S00383713,S38岚菏高速临沂段,K094+856,94.856
S0083370010010,210101,枣庄东城,山东枣庄东城站,2.0,117.524070000000000,34.891430000000000,8.0,2.0,1.0,2.0,3.0,370400,枣庄,YG1,山东高速集团,YG120,山东高速枣庄发展有限公司,YG120  ,山东高速枣庄发展有限公司,S008337,S83枣庄连接线高速,S00833704,S83枣木高速,K023+681,23.681
S0085370010030,220103,海湾大桥南,山东海湾大桥南站,4.0,120.358795000000000,36.153627000000000,10.0,2.0,2.0,2.0,4.0,370200,青岛,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11402,山东高速青岛公路有限公司,S008537,S85青岛海湾大桥,S00853702,S85胶州湾大桥,K033+000,33.000
S0005370010030,720401,黑里寨,山东黑里寨收费站,2.0,117.691878,37.202256,,,,,,370300,淄博,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,S000537,S5济高高速,S00053703,S5济高高速淄博段,K59+869,59.869
S0005370010020,720402,青城北,山东青城北收费站,2.0,117.698634000000000,37.202655000000000,8.0,2.0,2.0,2.0,2.0,370300,淄博,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,S000537,S5济高高速,S00053703,S5济高高速淄博段,K071+147,71.147
S0008370010030,720103,兖州西,山东兖州西站,2.0,116.736004,35.542174,6.0,2.0,1.0,1.0,2.0,370800,济宁,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,S000837,S8济微高速,S00083708,S8济微高速济宁段,K098+444,98.444
S0008370010040,720104,济宁高新,山东济宁高新站,2.0,116.737269000000000,35.425021000000000,11.0,3.0,3.0,3.0,2.0,370800,济宁,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,S000837,S8济微高速,S00083708,S8济微高速济宁段,K111+678,111.678
S0008370010060,720106,马坡北,山东马坡北站,2.0,116.765762000000000,35.309439000000000,6.0,2.0,1.0,1.0,2.0,370800,济宁,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,S000837,S8济微高速,S00083708,S8济微高速济宁段,K125+801,125.801
S0006370030040,721104,太河,山东太河收费站,2.0,118.176911,36.578161,6.0,2.0,1.0,1.0,2.0,370300,淄博,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,S000637,S6济潍高速,S00063703,S6济潍高速淄博段,K077+364,77.364
S0006370010030,720503,东环路,山东东环路收费站,2.0,119.296583000000000,36.578631000000000,6.0,2.0,1.0,1.0,2.0,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,S000637,S6济潍高速,S00063707,S6济潍高速潍坊段,K184+451,184.451
S0006370010020,720502,潍安路,山东潍安路收费站,2.0,119.225380000000000,36.567031000000000,8.0,2.0,2.0,2.0,2.0,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,S000637,S6济潍高速,S00063707,S6济潍高速潍坊段,K178+353,178.353
S0006370010040,720504,峡山东,山东峡山东收费站,2.0,119.479510000000000,36.589675000000000,6.0,2.0,1.0,1.0,2.0,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,S000637,S6济潍高速,S00063707,S6济潍高速潍坊段,K201+771,201.771
S0024370010030,720603,井沟,山东井沟站,2.0,119.532727000000000,36.296331000000000,6.0,2.0,1.0,1.0,2.0,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,S002437,S24青商高速,S00243707,S24青商高速潍坊段,K050+081,50.081
S0024370010040,720604,密水,山东密水站,2.0,119.686132000000000,36.290100000000000,12.0,2.0,4.0,4.0,2.0,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,S002437,S24青商高速,S00243707,S24青商高速潍坊段,K035+912,35.912
S0024370010080,720608,九龙西,山东九龙西站,2.0,120.016120000000000,36.197910000000000,12.0,2.0,4.0,4.0,2.0,370200,青岛,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11401,山东高速青岛发展有限公司运营管理事业部,S002437,S24青商高速,S00243702,S24青商高速青岛段,K004+530,4.530
G0018370090010,140101,垦利北,山东垦利北站,2.0,118.611424000000000,37.575095000000000,5.0,1.0,1.0,1.0,2.0,370500,东营,YG1,山东高速集团,YG108,山东高速东营发展有限公司,YG10803,东营黄河大桥公司,G001837,G18荣乌高速,G00183705,G18荣乌高速东营段,K496+220,496.220
G0018370120020,110102,东营北,山东东营北站,2.0,118.601207000000000,37.467397000000000,10.0,2.0,2.0,4.0,2.0,370500,东营,YG1,山东高速集团,YG108,山东高速东营发展有限公司,YG10802,山东东青公路有限公司,G001837,G18荣乌高速,G00183705,G18荣乌高速东营段,K483+000,483.000
G0018370120040,110104,黄三角农高区,山东黄三角农高区站,2.0,118.593732000000000,37.245318000000000,5.0,1.0,1.0,1.0,2.0,370500,东营,YG1,山东高速集团,YG108,山东高速东营发展有限公司,YG10802,山东东青公路有限公司,G001837,G18荣乌高速,G00183705,G18荣乌高速东营段,K460+000,460.000
S7201370010050,130105,东营港,山东东营港站,2.0,118.898368000000000,38.046497000000000,8.0,2.0,2.0,2.0,2.0,370500,东营,YG1,山东高速集团,YG108,山东高速东营发展有限公司,YG10801,东营分公司,S720137,S7201东营港疏港高速,S72013705,S7201东营港疏港高速,K003+210,3.210
S0024370010050,720605,柏城,山东柏城站,2.0,119.824224,36.28667,12.0,2.0,4.0,4.0,2.0,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,S002437,S24青商高速,S00243707,S24青商高速潍坊段,K023+762,23.762
S0006370020050,721005,黄花溪,山东黄花溪收费站,2.0,118.283606,36.588774,6.0,2.0,1.0,1.0,2.0,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,S000637,S6济潍高速,S00063707,S6济潍高速潍坊段,K088+800,88.800
S0006370030030,721103,淄川龙泉,山东淄川龙泉收费站,2.0,117.981892,36.593758,8.0,2.0,2.0,2.0,2.0,370300,淄博,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,S000637,S6济潍高速,S00063703,S6济潍高速淄博段,K058+947,58.947
S0021370010050,721305,百尺河,山东百尺河站,2.0,119.5608790000000000,36.0987750000000000,,,,,,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,S002137,S21新董高速,S00213707,S21新董高速潍坊段,K99+880,99.880
S0021370010090,721309,大村,山东大村站,2.0,119.6528220000000000,35.7837530000000000,,,,,,370200,青岛,YG1,山东高速集团,YG114,山东高速青岛发展有限公司,YG11401,山东高速青岛发展有限公司运营管理事业部,S002137,S21新董高速,S00213702,S21新董高速青岛段,K137+558,137.558
S0027370030070,721407,鲁山,山东鲁山站,2.0,118.189618367,36.2856348485,,,,,,370300,淄博,YG1,山东高速集团,YG121,山东高速淄博发展有限公司,YG121  ,山东高速淄博发展有限公司,S002737,S27沾临高速,S00273703,S27沾临高速淄博段,K173+360,173.360
G0018370170020,721502,北海,山东北海站,4.0,121.933757000000000,37.464723000000000,11.0,3.0,2.0,2.0,4.0,371000,威海,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10115,烟台运管中心,G001837,G18荣乌高速,G00183710,G18荣乌高速威海段,K097+400,97.400
G0018370170030,721503,酒馆,山东酒馆站,2.0,121.881327000000000,37.450212000000000,6.0,1.0,2.0,2.0,1.0,370600,烟台,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10115,烟台运管中心,G001837,G18荣乌高速,G00183706,G18荣乌高速烟台段,K102+455,102.455
G0018370170050,721505,牟平东,山东牟平东站,2.0,121.681066000000000,37.431789000000000,2.0,1.0,0.0,0.0,1.0,370600,烟台,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10115,烟台运管中心,G001837,G18荣乌高速,G00183706,G18荣乌高速烟台段,K120+451,120.451
S7802370010010,722101,岚山东,山东岚山东站,2.0,119.3482458,35.13129854,18.0,7.0,2.0,2.0,7.0,,日照,YG1,山东高速集团,YG115,山东高速日照发展有限公司,YG115  ,山东高速日照发展有限公司,S780237,S7802日照岚山疏港高速,S78023711,S7802日照岚山疏港高速,K002+675,2.675
G0025370050040,560104,青田,山东青田站,2.0,118.016633,37.220481,7.0,2.0,1.0,2.0,2.0,371600,滨州,YG1,山东高速集团,YG106,山东高速滨州发展有限公司,YG106  ,山东高速滨州发展有限公司,G002537,G25长深高速,,,K1313+211,1313.211
G0002370090030,040106,机场,山东机场站,2.0,117.205450000000000,36.841792000000000,12.0,2.0,4.0,4.0,2.0,370100,济南,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,G200137,G2001济南绕城高速,G20013701,G2001济南绕城高速济南段,K000+500,0.500
G0018370030030,270203,养马岛,山东养马岛站,4.0,121.598597000000000,37.420011000000000,13.0,4.0,2.0,3.0,4.0,370600,烟台,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10118,烟威公司,G001837,G18荣乌高速,G00183706,G18荣乌高速烟台段,K127+847,127.847
G1511370030040,080304,兖州,山东兖州站,2.0,116.798170000000000,35.514599000000000,12.0,2.0,2.0,5.0,3.0,370800,济宁,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,G151137,G1511日兰高速,G15113708,G1511日兰高速济宁段,K252+000,252.000
G1511370030060,080306,济宁北,山东济宁北站,2.0,116.530289000000000,35.532570000000000,6.0,2.0,1.0,1.0,2.0,370800,济宁,YG1,山东高速集团,YG111,山东高速济宁发展有限公司,YG111  ,山东高速济宁发展有限公司,G151137,G1511日兰高速,G15113708,G1511日兰高速济宁段,K276+000,276.000
G0002370040070,040907,莱芜北,山东莱芜北站,2.0,117.649997000000000,36.302351000000000,8.0,2.0,1.0,3.0,2.0,370100,济南,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10108,京沪济南运管中心,G000237,G2京沪高速,G00023701,G2京沪高速济南段,K466+121,466.121
G0002370060010,050301,临沂南,山东临沂南站,2.0,118.222668000000000,35.025725000000000,11.0,3.0,2.0,2.0,4.0,371300,临沂,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,G000237,G2京沪高速,G00023713,G2京沪高速临沂段,K638+260,638.260
G0002370060020,050302,兰陵,山东兰陵站,2.0,118.208049000000000,34.863317000000000,13.0,2.0,2.0,6.0,3.0,371300,临沂,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,G000237,G2京沪高速,G00023713,G2京沪高速临沂段,K656+183,656.183
G0002370060030,050303,郯城,山东郯城站,2.0,118.242879000000000,34.642523000000000,12.0,2.0,4.0,4.0,2.0,371300,临沂,YG1,山东高速集团,YG113,山东高速临沂发展有限公司,YG113  ,山东高速临沂发展有限公司,G000237,G2京沪高速,G00023713,G2京沪高速临沂段,K681+682,681.682
G0002370090010,040104,济南东,山东济南东站,2.0,117.210130000000000,36.676470000000000,14.0,2.0,4.0,4.0,4.0,370100,济南,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,G200137,G2001济南绕城高速,G20013701,G2001济南绕城高速济南段,K019+300,19.300
G0002370120010,120301,和庄,山东和庄站,2.0,117.812378000000000,36.409290000000000,6.0,2.0,1.0,1.0,2.0,370100,济南,YG1,山东高速集团,YG110,山东高速济南发展有限公司,YG110  ,山东高速济南发展有限公司,S002937,S29滨台高速,S00293701,S29滨台高速济南段,K112+000,112.000
G0003370030040,020408,峄山,山东峄山站,2.0,117.089590914667000,35.301214030807500,8.0,2.0,2.0,2.0,2.0,370800,济宁,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10104,泰安运管中心,G000337,G3京台高速,G00033708,G3京台高速济宁段,K566+000,566.000
G0003370050030,020204,齐河生态城,山东齐河生态城站,2.0,116.853711000000000,36.749968000000000,11.0,2.0,2.0,3.0,4.0,371400,德州,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10101,德州运管中心,G200137,G2001济南绕城高速,G20013714,G2001济南绕城高速德州段,K077+000,77.000
G0003370080020,020502,滕州南,山东滕州南站,4.0,117.212582000000000,35.000828000000000,12.0,4.0,2.0,2.0,4.0,370400,枣庄,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,G000337,G3京台高速,G00033704,G3京台高速枣庄段,K603+330,603.330
G0003370080080,020508,枣庄北,山东枣庄北站,4.0,117.260504000000000,34.865165000000000,6.0,2.0,1.0,1.0,2.0,370400,枣庄,YG1,山东高速集团,YG101,山东高速股份有限公司,YG10106,枣庄运管中心,G000337,G3京台高速,G00033704,G3京台高速枣庄段,K618+968,618.968
G0015370010020,090103,臧家庄,山东臧家庄站,2.0,120.995181000000000,37.477058000000000,4.0,1.0,1.0,1.0,1.0,370600,烟台,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,G001537,G15沈海高速,G00153706,G15沈海高速烟台段,K437+520,437.520
G0015370010030,090104,栖霞北,山东栖霞北站,2.0,120.877722000000000,37.423475000000000,7.0,2.0,1.0,2.0,2.0,370600,烟台,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,G001537,G15沈海高速,G00153706,G15沈海高速烟台段,K449+900,449.900
G0015370070030,080107,岚山,山东岚山站,2.0,119.270601000000000,35.136717000000000,11.0,4.0,1.0,2.0,4.0,371100,日照,YG1,山东高速集团,YG115,山东高速日照发展有限公司,YG115  ,山东高速日照发展有限公司,G001537,G15沈海高速,G00153711,G15沈海高速日照段,K757+730,757.730
G0015370080050,090205,古现,山东古现站,2.0,121.111279000000000,37.574011000000000,6.0,2.0,1.0,1.0,2.0,370600,烟台,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,G001837,G18荣乌高速,G00183706,G18荣乌高速烟台段,K177+000,177.000
G0018370010020,350102,荣成西,山东荣成西站,2.0,122.279028000000000,37.077461000000000,6.0,2.0,1.0,1.0,2.0,371000,威海,YG1,山东高速集团,YG117,山东高速威海发展有限公司,YG117  ,山东高速威海发展有限公司,G001837,G18荣乌高速,G00183710,G18荣乌高速威海段,K008+263,8.263
G0018370010030,350103,文登南,山东文登南站,2.0,122.154300000000000,37.060271000000000,6.0,2.0,1.0,1.0,2.0,371000,威海,YG1,山东高速集团,YG117,山东高速威海发展有限公司,YG117  ,山东高速威海发展有限公司,G001837,G18荣乌高速,G00183710,G18荣乌高速威海段,K019+521,19.521
G0018370050050,090305,龙口港,山东龙口港站,2.0,120.365790000000000,37.596185000000000,10.0,2.0,3.0,3.0,2.0,370600,烟台,YG1,山东高速集团,YG119,山东高速烟台发展有限公司,YG119  ,山东高速烟台发展有限公司,S001937,S19龙青高速,S00193706,S19龙青高速烟台段,K006+900,6.900
G0018370070010,200101,下营,山东下营站,2.0,119.476655000000000,36.959364000000000,4.0,1.0,1.0,1.0,1.0,370700,潍坊,YG1,山东高速集团,YG118,山东高速潍坊发展有限公司,YG118  ,山东高速潍坊发展有限公司,G001837,G18荣乌高速,G00183707,G18荣乌高速潍坊段,K362+530,362.530
